"","3-fold embryo Ce","4-cell embryo Ce","adult Ce","dauer larva Ce","elongating embryo Ce","enclosing embryo Ce","fully-elongated embryo Ce","gastrulating embryo Ce","L1 larva Ce","L2 larva Ce","L2d-dauer molt Ce","L3 larva Ce","L4 larva Ce","late cleavage stage embryo Ce","newly molted young adult hermaphrodite Ce","post dauer stage Ce","proliferating embryo Ce"
"WBGene00194917",539,2,2,1,1254,18,1355,30,7,3,1,1,11,109,1,0,6769
"WBGene00194918",3,0,0,52,0,0,5,1,7,2,198,0,6,2,0,16,8
"WBGene00194919",4,1,0,37,0,0,7,1,6,5,96,0,1,3,3,17,10
"WBGene00194920",2,0,0,17,27,2,9,2,46,1,10,0,1,2,0,3,25
"WBGene00194921",139,1,18,1452,67,18,744,40,639,104,1238,70,646,22,53,1100,1342
"WBGene00194922",0,2,5,15,0,0,5,0,5,1,20,1,93,1,1,13,5
"WBGene00194924",0,0,2,0,0,0,3,0,1,1,0,0,3,3,0,0,8
"WBGene00194925",0,0,54,3,0,1,8,1,79,7,8,16,1054,2,109,31,21
"WBGene00194926",8,1,16,8,0,2,23,2,453,53,32,169,80,3,89,21,13
"WBGene00194927",0,0,0,0,0,0,1,4,1,2,0,0,0,0,2,0,13
"WBGene00194928",2,1,2,4,7,1,41,3,113,28,1,53,10,9,77,4,54
"WBGene00194929",1,4,8,0,2,7,30,151,2,0,5,0,6,3,2,0,1321
"WBGene00194930",4,1,0,1,2,0,4,2,26,0,5,0,2,0,1,0,64
"WBGene00194931",0,1,0,0,1,0,3,2,1,0,1,0,2,1,2,0,21
"WBGene00194932",0,1,1,5,0,2,3,0,3,0,0,1,134,1,21,0,8
"WBGene00194933",0,2,2,0,0,1,1,1,6,1,0,0,5,2,8,0,1
"WBGene00194934",401,2,35,473,712,77,650,344,499,65,328,83,50,281,107,448,723
"WBGene00194935",0,0,310,4,0,0,5,1,130,3,2,100,2585,2,357,1,7
"WBGene00194940",6,3,0,8,25,8,29,65,15,3,2,1,5,24,5,1,96
"WBGene00194945",32,2,0,1,100,0,42,13,1,0,0,0,6,21,1,1,62
"WBGene00194951",0,0,0,0,0,2,0,2,0,0,0,0,4,2,0,1,4
"WBGene00194952",48,7,1,257,14,1,125,4,13,12,278,21,330,4,17,203,135
"WBGene00194955",33,1,14,96,52,18,94,15,109,8,134,26,59,6,31,62,130
"WBGene00194957",0,0,1,2,0,1,2,3,7,2,1,3,13,1,4,0,14
"WBGene00194981",2,8,216,0,13,1,248,29,4,1,5,3,301,10,36,1,2655
"WBGene00194982",487,2,8,124,458,9,570,7,156,76,292,129,469,46,29,197,429
"WBGene00194983",185,5,3,15,190,4,112,39,6,19,5,8,5,61,3,9,94
"WBGene00194985",0,1,47,1,0,2,8,1,38,2,6,6,43,5,191,0,24
"WBGene00194998",44,6,71,107,120,45,192,177,63,23,134,49,861,93,162,82,1379
"WBGene00195003",11,6,0,1,13,81,46,224,7,8,4,2,9,59,7,0,172
"WBGene00195004",208,0,15,159,15,1,2013,21,13,185,895,119,2627,1,35,47,2050
"WBGene00195006",4,0,1,0,6,3,14,0,21,2,0,2,54,5,3,1,19
"WBGene00195009",1,0,2,0,27,1,1,3,1,5,0,0,6,12,3,0,9
"WBGene00195010",0,3,20,3,0,1,4,0,4,2,3,11,327,1,90,0,7
"WBGene00195011",5,0,8,144,19,1,59,5,332,22,57,15,160,1,13,91,211
"WBGene00195012",0,0,1,2,4,1,3,0,97,4,2,3,16,2,3,5,34
"WBGene00195045",260,6,19,78,92,1,602,10,11,5,70,27,1067,16,28,40,1609
"WBGene00195046",2,0,1,9,3,2,3,1,135,1,4,1,5,1,3,12,5
"WBGene00195048",1,2,3,3,6,6,12,35,3,1,3,1,12,5,2,2,492
"WBGene00195049",0,3,0,9,0,2,57,0,134,5,9,5,40,1,2,40,38
"WBGene00195050",23,1,4,608,54,46,118,48,121,69,1001,52,204,45,195,332,230
"WBGene00195051",1001,6,1,13,533,25,1432,17,15,372,105,164,572,50,19,3,405
"WBGene00195056",1,1,7,13,7,41,13,14,366,29,9,28,118,12,23,31,84
"WBGene00195057",0,1,7,3,1,6,6,15,4,3,4,1,18,3,6,0,33
"WBGene00195058",0,4,0,16,0,0,5,0,18,5,18,1,5,3,0,11,11
"WBGene00195061",1,0,1,16,0,0,7,6,13,3,3,0,1,2,0,6,51
"WBGene00195063",1057,156,287,954,1967,118,1923,612,1302,353,736,841,4772,512,1200,597,5339
"WBGene00195067",3,1,6,2,0,1,79,1,138,8,9,12,76,2,8,3,46
"WBGene00195068",48,0,1,1,6,2,220,2,24,144,9,43,3022,1,38,0,121
"WBGene00195069",9,0,0,4,5,1,5,0,34,5,10,8,10,3,6,5,14
"WBGene00195070",77,76,91,107,74,4,77,150,40,22,78,79,238,25,320,51,792
"WBGene00195071",23,5,29,48,32,1,23,12,19,12,34,48,26,5,128,35,27
"WBGene00195072",9,2,20,9,4,5,14,4,10,0,7,13,720,5,73,12,31
"WBGene00195073",26,5,10,957,11,0,431,1,1489,81,980,83,307,10,59,422,294
"WBGene00195077",88,15,17,10,105,51,190,503,40,2,8,1,23,74,10,8,3196
"WBGene00195081",16,3,0,9,7,5,38,1,224,37,20,16,21,7,23,19,27
"WBGene00195084",56,1,15,323,239,8,92,5,111,160,112,53,202,46,65,165,123
"WBGene00195086",45,3,5,167,61,8,91,1,455,58,155,65,156,18,30,156,57
"WBGene00195093",1115,872,881,2695,1475,147,2365,1214,2190,766,979,878,1181,717,3221,1207,8587
"WBGene00195142",745,56,37,311,2143,2675,1235,2465,289,66,387,113,277,2293,299,444,3051
"WBGene00195143",113,0,20,499,23,2,372,4,299,142,621,89,339,3,115,488,108
"WBGene00195144",0,3,1,1,2,2,4,2,23,180,16,73,42,1,2,2,2
"WBGene00195145",104,0,7,202,108,1,167,3,15,26,95,81,59,18,21,158,38
"WBGene00195146",181,0,9,65,387,250,129,176,172,23,89,74,282,251,80,110,281
"WBGene00195147",25,3,44,37,16,10,36,12,13,34,60,63,855,21,153,8,198
"WBGene00195148",3,1,3,0,2,0,3,1,8,2,1,1,21,5,3,0,10
"WBGene00195149",6,1,6,16,2,7,7,10,22,4,4,0,18,2,10,11,82
"WBGene00195150",4,9,5,18,8,2,21,17,8,1,8,34,506,3,37,16,144
"WBGene00195154",44,3,0,0,33,2,104,2,80,9,2,1,4,10,0,0,77
"WBGene00195155",21,1,9,12,31,21,131,165,12,6,6,10,8,42,16,5,979
"WBGene00195157",59,3,0,49,22,2,88,1,159,24,29,5,12,6,5,24,24
"WBGene00195158",4,0,0,0,0,0,3,0,2,1,1,1,119,1,9,1,3
"WBGene00195160",0,1,4,0,0,0,2,0,5,2,0,2,61,3,11,0,3
"WBGene00195164",3,0,11,25,2,3,20,2,137,29,240,174,696,6,146,575,14
"WBGene00195165",0,4,6,11,1,9,15,0,63,10,30,71,17,15,85,19,16
"WBGene00195166",12,2,6,219,11,1,118,6,215,16,87,17,43,18,18,143,72
"WBGene00195168",29,0,0,8,28,3,40,0,1,59,14,250,313,19,28,13,95
"WBGene00195169",16,4,95,155,30,12,69,32,39,7,89,74,1043,17,132,75,415
"WBGene00195171",0,0,0,250,1,1,2,1,3,2,134,0,3,0,1,59,16
"WBGene00195174",0,1,0,6,1,0,3,0,12,1,3,0,2,1,2,1,4
"WBGene00195176",121,2,15,110,30,3,411,30,971,170,158,251,388,12,234,327,348
"WBGene00195177",10,4,3,44,0,2,21,1,125,5,68,12,16,7,9,32,14
"WBGene00195178",23,7,45,102,1,1,35,4,26,0,22,127,1839,7,297,26,28
"WBGene00195179",2,1,8,4,0,0,22,1,230,7,4,5,44,7,8,4,37
"WBGene00195180",4,0,5,87,0,4,2,6,22,2,98,2,12,4,2,49,9
"WBGene00195181",0,1,0,35,0,1,5,0,2,1,386,0,0,2,2,28,8
"WBGene00195182",4,3,1,143,2,3,22,12,31,7,987,6,66,5,23,187,71
"WBGene00195183",28,7,33,23,226,677,128,918,101,16,49,15,313,433,654,42,868
"WBGene00195184",0,0,2,51,2,0,16,1,543,17,30,29,42,0,14,70,11
"WBGene00195185",34,4,25,592,58,6,125,10,220,116,513,326,401,19,195,605,93
"WBGene00195188",12,0,0,4,24,10,43,1,26,1,0,2,1,9,0,0,10
"WBGene00195189",44,5,45,66,39,3,46,6,27,32,113,86,604,9,416,99,38
"WBGene00195192",5,3,0,10,3,3,23,2,82,7,7,2,11,9,2,6,32
"WBGene00195208",16,0,1,39,12,1,97,0,44,13,46,9,39,6,8,33,60
"WBGene00195209",409,5,35,1053,562,1079,1108,1061,788,333,1694,202,1220,586,119,1665,2195
"WBGene00195210",11,2,0,1,0,2,27,0,21,3,4,2,19,2,3,7,37
"WBGene00195211",17,3,1,23,32,0,20,1,18,4,27,3,6,10,2,18,52
"WBGene00195212",3,1,5,230,37,9,91,15,49,16,152,68,160,20,49,122,79
"WBGene00195213",88,1,4,42,106,2,95,15,132,18,28,20,15,18,9,47,120
"WBGene00195214",17,0,2,143,5,1,86,5,67,16,63,10,24,2,3,104,41
"WBGene00195215",1,1,0,0,5,1,5,2,8,0,2,0,8,4,2,0,25
"WBGene00195226",0,1,9,18,2,3,6,0,48,4,11,1,17,1,45,5,8
"WBGene00195227",0,1,25,3,0,0,0,0,1,1,3,8,252,3,79,0,2
"WBGene00195228",0,1,2,4,0,1,3,1,1,1,1,3,5,2,3,1,7
"WBGene00195229",0,2,0,0,0,1,5,0,17,1,0,1,6,4,2,0,8
"WBGene00195230",0,0,0,7,0,0,0,0,1,1,4,0,0,2,0,1,0
"WBGene00195231",0,1,0,46,0,1,0,0,1,0,35,0,1,3,0,59,1
"WBGene00195232",0,1,1,856,0,2,2,0,21,0,637,0,9,1,0,715,8
"WBGene00195239",955,903,725,1409,3223,13262,2753,17024,764,334,1095,344,704,6398,1866,1358,11394
"WBGene00195240",19,0,3,9,8,1,13,2,12,10,27,11,237,5,28,4,17
"WBGene00195242",3,4,2,1,25,4,29,41,1,1,0,0,6,15,0,0,261
"WBGene00195243",1,0,0,0,0,0,6,1,47,4,1,2,5,0,0,6,7
"WBGene00195244",147,51,9,5,244,478,221,1091,6,2,7,2,29,228,41,1,957
"WBGene00195246",13,1,3,19,17,8,15,18,65,11,19,12,86,11,28,38,82
"WBGene00195247",1,1,0,9,5,8,3,0,34,4,4,0,23,0,6,1,1
"WBGene00195248",3897,293,986,1152,6314,710,3034,2578,2752,774,1034,956,751,2454,1174,1368,11892
"WBGene00195250",6,6,0,702,4,2,20,1,66,13,247,24,50,4,9,265,10
"WBGene00195254",34,4,14,25,19,1,33,11,182,8,14,6,29,7,38,39,48
"WBGene00195256",25,1,0,7,25,0,29,6,8,3,8,1,12,7,4,3,58
"WBGene00195257",104,4,3,26,318,14,236,7,1093,14,17,17,315,93,27,12,225
"WBGene00202496",0,0,0,98,0,1,10,1,63,2,80,2,15,6,3,56,16
"WBGene00202497",0,6,0,43,0,4,18,1,37,2,47,0,12,6,7,32,39
"WBGene00202498",0,3,0,6950,0,3,13,2,15,1,16206,3,1,1,1,4069,9
"WBGene00202500",6,0,0,18,1,2,4,0,49,1,11,0,1,8,1,12,5
"WBGene00202501",4,0,0,152,0,6,1,1,35,1,113,1,2,1,16,48,1
"WBGene00202502",1,4,1,12,1,2,2,0,33,5,12,1,9,7,1,6,10
"WBGene00202504",0,0,1,3,3,3,9,0,1,4,2,1,2,1,0,4,46
"WBGene00202511",0,4,0,4,0,3,7,1,26,2,6,0,2,4,2,0,15
"WBGene00202512",136,0,5,307,13,3,331,3,1301,83,240,33,40,11,18,257,165
"WBGene00202513",0,0,0,8,0,3,8,0,58,10,13,8,19,4,7,9,12
"WBGene00202514",693,0,1,12,634,21,738,18,9,4,17,7,17,94,4,1,344
"WBGene00206354",130,1,28,36,356,11,194,31,405,218,447,328,613,69,337,609,257
"WBGene00206355",54,4,4,199,66,11,83,16,119,16,81,87,136,29,35,80,169
"WBGene00206356",19,0,4,49,31,3,45,9,90,27,19,21,107,14,66,13,120
"WBGene00206357",10,2,55,9,25,10,30,12,47,3,22,163,1486,16,288,15,1036
"WBGene00206358",0,1,23,3,5,9,7,13,2,2,8,30,577,5,40,1,40
"WBGene00206359",83,8,15,96,159,50,193,479,24,11,44,6,13,91,13,65,925
"WBGene00206360",27,3,0,15,19,1,81,3,2,1,102,0,15,5,5,5,129
"WBGene00206361",3019,2,25,57,2058,37,2882,28,107,174,368,103,601,193,91,59,2664
"WBGene00206362",696,56,845,3144,1381,30,6328,353,2019,167,1732,239,1767,267,193,1929,26445
"WBGene00206363",0,4,2,0,1,2,1,1,2,1,0,6,143,5,21,0,16
"WBGene00206364",242,4,2,8,106,12,323,5,114,15,5,9,270,24,18,17,293
"WBGene00206365",0,1,0,2,0,3,15,3,108,6,0,0,13,2,2,2,19
"WBGene00206366",14,4,31,71,37,1,194,110,1663,25,30,14,27,17,8,43,1796
"WBGene00206368",7,0,11,11,4,1,6,5,15,1,7,15,399,4,90,2,10
"WBGene00206370",14,2,0,33,12,1,50,3,32,7,35,2,5,3,2,11,14
"WBGene00206371",220,2,5,92,657,46,215,32,213,23,81,35,41,161,16,87,321
"WBGene00206372",5,3,19,63,4,0,4,8,13,3,17,49,1026,3,59,32,37
"WBGene00206373",329,2,31,274,99,3,521,26,858,361,276,320,815,14,129,385,293
"WBGene00206374",23,2,15,362,56,37,384,133,408,38,248,28,351,47,11,138,1589
"WBGene00206377",72,6,17,3,189,22,249,141,173,6,16,6,49,79,24,0,1125
"WBGene00206378",125,12,12,1,382,18,357,156,21,18,1,0,5,161,4,1,1156
"WBGene00206379",6,1,0,6,1,3,4,2,1,1,14,0,0,8,1,0,10
"WBGene00206380",1055,40,26,133,2911,1533,1959,3691,582,66,88,111,176,1745,142,104,3662
"WBGene00206381",12,4,42,35,31,17,246,28,264,55,60,113,236,27,49,45,442
"WBGene00206382",142,0,11,32,130,14,176,2,46,23,46,28,80,17,41,64,85
"WBGene00206384",25,2,18,21,28,5,75,8,102,14,11,33,211,6,29,4,132
"WBGene00206385",1,11,1,0,4,35,22,780,4,0,2,2,4,14,0,0,457
"WBGene00206386",141,0,55,56,106,2,341,3,20,28,74,63,600,15,140,36,614
"WBGene00206388",0,3,25,0,0,3,2,2,11,2,0,0,168,2,301,0,9
"WBGene00206389",106,327,162,3,86,49,422,799,13,1,13,2,359,51,372,1,9916
"WBGene00206390",13,2,6,2,29,0,16,1,37,4,0,15,56,15,16,0,62
"WBGene00206392",0,3,0,7,2,3,8,2,83,7,7,5,16,6,5,0,5
"WBGene00206393",31,0,0,88,5,0,43,1,45,7,34,0,0,4,1,23,14
"WBGene00206394",0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,4,3
"WBGene00206395",0,1,0,55,0,0,4,1,13,5,27,5,5,2,5,43,0
"WBGene00206411",1,0,1,175,1,3,7,5,36,5,106,0,3,3,29,34,32
"WBGene00206412",24,81,7,21,118,1257,68,1787,43,31,21,4,63,537,73,27,959
"WBGene00206413",39,0,3,5,30,4,37,1,273,11,7,58,49,5,42,35,31
"WBGene00206414",32,14,58,13,114,272,226,2487,65,7,10,11,5,164,5,9,1182
"WBGene00206415",21,5,25,71,33,2,109,4,304,17,71,58,209,7,134,100,121
"WBGene00206416",2240,4,0,2,4084,1277,1553,1176,45,13,10,4,2,1349,4,6,620
"WBGene00206417",151,0,3,2,1364,2003,333,1722,156,62,7,10,22,2053,14,35,1183
"WBGene00206418",196,1,24,66,129,3,425,12,873,204,98,329,654,16,143,228,198
"WBGene00206460",11,0,5,565,3,0,36,1,300,16,426,17,16,1,11,268,9
"WBGene00206461",4,6,3,83,4,6,126,4,1469,38,63,23,43,13,6,57,124
"WBGene00206462",170,3,1,11,309,492,522,569,22,5,13,1,16,484,4,3,1435
"WBGene00206464",5,9,8,13,15,1,29,38,173,17,12,199,299,6,17,5,162
"WBGene00206466",20,1,3,36,23,3,44,5,16,7,57,24,21,12,21,37,49
"WBGene00206469",14,3,13,19,25,30,159,211,48,6,16,4,90,13,12,14,2213
"WBGene00206471",0,1,0,6,0,2,1,0,152,5,1,1,2,2,0,7,6
"WBGene00206473",46,4,2,10,26,17,57,13,12,3,5,1,9,13,5,0,55
"WBGene00206474",23,24,17,23,20,69,64,268,24,8,24,16,134,27,100,16,555
"WBGene00206475",1,1,14,14,9,0,23,9,34,3,7,12,180,2,30,5,91
"WBGene00206478",110,6,0,57,229,35,52,18,6,2,985,0,2,61,5,26,74
"WBGene00206479",1,1,29,6,2,0,7,1,16,5,10,9,160,0,114,2,22
"WBGene00206481",3,0,0,4,0,3,3,0,2,4,32,3,10,7,0,16,6
"WBGene00206482",20,2,29,36,11,5,43,12,42,13,43,0,73,8,82,10,105
"WBGene00206483",0,4,4,16,0,0,2,2,10,1,0,1,59,4,133,2,4
"WBGene00206484",484,3,107,41,373,8,526,8,57,18,251,34,948,51,398,59,955
"WBGene00206485",82,0,8,528,134,1,63,14,100,14,192,29,133,25,52,329,110
"WBGene00206486",0,5,1,16,6,7,17,7,23,6,0,0,4,8,2,6,35
"WBGene00206487",2306,146,239,1229,2060,74,3906,464,2114,284,1060,550,237,726,459,809,3017
"WBGene00206488",25,2,2,228,9,2,112,2,914,42,118,26,38,9,10,118,59
"WBGene00206490",1,1,0,0,1,1,2,1,6,0,0,0,0,2,3,0,32
"WBGene00206492",0,1,15,3,4,9,22,70,2,2,1,0,10,5,6,0,511
"WBGene00206493",9,3,13,46,13,3,56,15,100,10,69,7,77,13,14,18,348
"WBGene00206495",0,4,0,677,0,0,1,0,1,1,650,0,1,7,2,675,8
"WBGene00206496",4,1,4,1,0,1,2,0,3,0,0,3,42,3,4,1,16
"WBGene00206497",27,4,12,21,20,3,288,19,10,6,17,13,474,6,26,12,2392
"WBGene00206498",0,0,1,0,1,7,6,15,3,0,2,0,10,2,1,0,268
"WBGene00206499",0,0,0,1592,0,0,0,0,4,2,892,0,2,0,0,2195,8
"WBGene00206500",32,7,16,0,98,62,178,280,15,1,0,0,4,64,2,0,1060
"WBGene00206501",0,0,1,2,0,1,1,0,0,2,1,11,87,4,10,1,5
"WBGene00206502",276,0,19,101,96,6,2152,16,28,1641,670,389,6252,11,95,15,2288
"WBGene00206505",491,0,7,188,1007,261,458,486,160,13,55,6,28,380,4,89,746
"WBGene00206506",0,0,2,0,0,0,2,0,0,0,1,0,1,2,1,0,0
"WBGene00206507",1,7,10,1,3,30,25,949,2,2,0,0,3,18,0,2,495
"WBGene00206508",0,1,30,6,0,1,3,0,4,3,3,16,474,2,58,0,8
"WBGene00206510",1,0,0,458,0,1,1,0,8,2,157,0,0,0,1,89,0
"WBGene00206511",5,5,0,311,2,5,16,5,80,5,123,0,10,13,9,337,66
"WBGene00206512",1,1,3,53,2,2,12,1,21,16,84,9,21,4,1,44,91
"WBGene00206513",23,3,3,14,36,11,54,18,28,10,17,9,11,27,8,17,46
"WBGene00206514",13,1,8,196,14,1,77,1,1498,47,176,53,59,5,19,230,79
"WBGene00206515",0,0,0,0,1,7,4,7,9,3,0,0,0,2,0,0,8
"WBGene00206516",0,3,7,22,2,0,26,2,119,6,45,14,7,2,8,15,19
"WBGene00206517",74,2,1,8,190,56,115,64,44,5,16,5,14,103,6,9,189
"WBGene00206518",7,1,0,0,4,3,7,8,10,3,0,0,0,4,2,0,32
"WBGene00206519",197,17,65,177,551,679,1007,1431,61,2,152,1,40,576,5,99,5852
"WBGene00206520",108,1,0,203,358,152,133,124,15,0,227,1,4,157,0,137,321
"WBGene00206521",2459,0,4,137,4449,110,4378,262,175,13,27,6,49,1333,3,43,7476
"WBGene00206522",6,6,54,24,1,4,306,3,15455,547,109,773,241,10,229,13,90
"WBGene00206523",0,1,1,1,0,0,4,0,16,0,0,2,16,1,0,0,11
"WBGene00206524",0,0,13,1,0,1,12,0,42,17,2,4,81,4,6,3,7
"WBGene00206525",139,2,45,863,80,44,593,47,1636,154,809,113,746,23,68,927,717
"WBGene00206527",10,5,2,2,28,3,18,18,9,1,1,0,8,18,6,1,88
"WBGene00206528",9,2,7,51,15,51,43,203,179,11,24,2,17,21,6,44,504
"WBGene00206529",20,1,2,12,103,42,62,14,90,22,12,40,52,47,20,25,72
"WBGene00206530",229,1,12,347,642,54,866,164,1207,44,165,52,148,281,18,112,4098
"WBGene00206532",79,11,55,544,194,192,369,172,725,87,697,120,401,152,93,720,1313
"WBGene00206533",224,3,4,157,169,7,424,7,340,39,108,10,35,17,5,123,284
"WBGene00206534",0,1,0,0,0,0,1,0,3,1,1,0,0,1,2,0,12
"WBGene00206535",0,2,2,7,1,1,7,2,22,5,10,5,16,2,9,12,26
"WBGene00206536",6,5,52,4,7,4,31,3,17,8,16,79,324,13,87,1,53
"WBGene00206537",4,2,0,28,0,0,10,3,5,7,324,3,0,6,3,6,20
"WBGene00206538",288,2,5,204,102,9,619,4,1127,46,163,27,40,13,15,232,317
"WBGene00219205",1,0,2,26,6,1,12,4,7,2,14,4,30,3,7,15,36
"WBGene00219207",372,6,27,416,992,1643,1140,1803,800,172,405,316,689,1010,222,392,4517
"WBGene00219208",10066,8,36,61,11471,146,5520,53,136,2253,159,3196,324,1255,134,62,1683
"WBGene00219209",2,2,1,23,4,0,13,2,455,58,5,3,14,5,7,8,51
"WBGene00219210",18,13,70,173,35,1,101,10,59,20,87,70,435,15,142,73,204
"WBGene00219214",1,1,2,91,0,0,4,1,11,3,88,2,1,3,3,66,4
"WBGene00219216",147,1,206,967,294,6,324,65,1537,180,859,554,458,74,293,1509,240
"WBGene00219217",46,24,42,0,77,790,460,5265,10,5,7,0,5,340,6,0,2419
"WBGene00219218",27,7,69,40,41,4,81,17,96,13,28,3,235,11,188,31,218
"WBGene00219234",11,0,0,7,2,19,17,19,7,0,6,0,65,8,2,18,110
"WBGene00219235",1,1,0,2,1,2,4,2,23,4,4,5,1,10,4,2,14
"WBGene00219236",10,2,8,102,52,10,30,3,59,31,71,50,86,18,24,143,65
"WBGene00219238",0,2,20,0,2,7,8,2,3,3,0,0,19,11,19,0,38
"WBGene00219239",14,4,3,2,18,3,37,119,2,1,0,0,8,12,3,0,494
"WBGene00219241",14,7,3,27,16,3,109,5,62,7,25,2,25,2,19,9,289
"WBGene00219243",24,1,0,43,35,2,41,13,26,10,25,2,4,7,0,29,79
"WBGene00219244",3,3,1,7,5,10,102,15,43,4,8,0,135,14,2,3,593
"WBGene00219271",318,0,19,647,198,8,504,20,248,159,282,163,237,29,225,671,154
"WBGene00219272",1,1,0,0,10,10,4,4,7,1,0,0,3,14,0,0,20
"WBGene00219274",17,3,6,2,3,2,37,0,50,126,12,89,160,5,33,5,205
"WBGene00219275",530,1180,473,668,960,1172,1073,4547,448,213,573,259,457,767,2029,771,8578
"WBGene00219278",4,11,71,160,4,11,427,33,19,6,84,6,494,6,22,100,5131
"WBGene00219280",51,1,0,1,25,1,68,1,63,7,10,1,5,6,6,9,48
"WBGene00219281",6,1,3,139,4,0,15,5,411,2,36,2,45,4,0,132,124
"WBGene00219282",0,1,9,2,1,1,3,3,3,1,2,3,80,1,15,2,18
"WBGene00219283",21,1,7,469,66,163,129,107,368,15,425,10,30,96,20,167,257
"WBGene00219284",1,0,0,3,6,0,16,3,60,0,5,0,27,1,0,8,26
"WBGene00219285",10,1,8,611,8,2,37,6,365,26,654,16,47,6,14,434,96
"WBGene00219286",0,0,111,491,0,2,22,3,351,5,555,127,3663,1,261,172,77
"WBGene00219287",16,3,9,65,7,1,67,5,42,55,71,38,67,4,51,67,16
"WBGene00219288",159,12,13,29,430,151,597,268,226,19,30,3,9,265,19,22,424
"WBGene00219289",35,2,6,2034,16,0,308,0,252,5,1658,30,545,0,24,860,416
"WBGene00219290",1,1,0,8,0,1,2,0,3,1,3,0,4,6,1,1,19
"WBGene00219291",0,2,0,1,0,1,2,0,3,1,1,0,3,3,2,0,5
"WBGene00219292",3,0,1,46,3,0,45,3,187,19,65,14,36,4,15,28,37
"WBGene00219293",0,0,0,1,1,0,3,0,22,1,5,5,13,1,2,0,17
"WBGene00219294",59,1,0,28,188,4,183,7,30,94,20,51,608,28,17,4,294
"WBGene00219295",46,2,11,118,102,19,155,16,22,10,48,23,76,56,30,39,361
"WBGene00219296",0,3,16,500,0,3,2,0,67,4,127,2,265,5,75,128,6
"WBGene00219297",0,2,6,3114,2,9,6,12,37,13,448,1,45,2,22,507,40
"WBGene00219298",28,3,3,11745,54,5,36,22,37,9,7417,4,10,15,7,2008,40
"WBGene00219299",1,2,2,2,6,27,17,22,15,3,5,17,18,16,16,9,12
"WBGene00219300",122,3,5,80,82,3,128,18,188,7,45,6,17,7,11,31,131
"WBGene00219301",0,1,0,1,0,1,3,0,4,1,0,0,5,0,0,0,5
"WBGene00219302",45,3,5,36,64,3,252,4,56,28,44,6,18,26,10,47,438
"WBGene00219304",26,2,271,282,13,4,109,3,361,287,403,1099,1565,6,1077,1221,501
"WBGene00219307",44,3,47,837,103,24,134,42,559,283,861,575,856,38,496,1072,82
"WBGene00219308",1,8,10,2781,0,1,2,0,4,7,2741,2,131,6,15,1243,8
"WBGene00219309",1,0,2,18,2,24,9,61,35,6,15,1,4,9,4,12,14
"WBGene00219310",2259,11,0,12,6332,630,1490,468,20,1,23,1,2,1816,1,2,598
"WBGene00219313",10470,697,434,630,28750,4395,21018,24894,4053,454,331,169,126,11766,625,528,29750
"WBGene00219314",0,0,0,3,1,3,8,16,6,4,4,9,18,5,7,2,60
"WBGene00219315",10,6,19,0,19,66,55,221,3,1,0,1,10,31,39,0,608
"WBGene00219316",160,10,382,5669,912,207,773,832,7706,554,2627,533,839,746,490,4273,1112
"WBGene00219317",2843,9,5,31,2696,117,2095,169,33,13,18,7,26,274,25,25,1267
"WBGene00219318",0,2,0,0,1,1,2,1,14,1,0,5,81,1,3,0,4
"WBGene00219319",16,2,27,64,11,5,58,1,50,10,34,12,82,5,44,23,127
"WBGene00219321",4,1,1,0,0,4,5,0,3,3,1,0,1,2,1,0,10
"WBGene00219322",16,1,13,84,25,2,47,12,162,5,31,29,62,4,39,55,75
"WBGene00219323",0,1,0,4,0,1,4,0,1,0,5,1,8,1,0,9,9
"WBGene00219324",1,1,1,884,0,1,11,1,3,1,25778,0,4,1,3,16,30
"WBGene00219325",215,7,11,26,68,10,484,13,46,66,22,56,347,22,35,25,688
"WBGene00219326",1,2,117,5,5,6,8,4,22,3,0,93,389,4,502,2,14
"WBGene00219327",0,1,6,27,0,2,3,1,332,21,17,2,70,1,16,9,13
"WBGene00219329",6,2,35,1553,35,37,250,55,397,39,642,77,629,21,74,562,846
"WBGene00219330",0,1,2,4,5,3,3,2,6,1,5,4,104,7,14,2,20
"WBGene00219332",0,1,0,1,0,1,4,1,1,2,0,0,2,3,1,1,5
"WBGene00219337",127,3,2,184,203,56,139,86,130,20,120,7,77,94,7,132,245
"WBGene00219342",0,1,0,2,1,0,1,0,0,0,1,0,40,4,19,0,10
"WBGene00219351",1,1,0,44,3,2,6,4,9,5,25,0,10,3,2,50,9
"WBGene00219362",785,4,5,386,421,5,1518,14,661,123,429,106,363,47,57,283,1724
"WBGene00219368",153,2,0,45,436,3,112,14,40,2,23,4,28,74,6,24,295
"WBGene00219369",0,6,5,0,7,1,8,8,21,3,5,0,21,4,5,1,16
"WBGene00219370",1,1,0,15,2,2,2,0,7,2,3,0,0,4,0,0,7
"WBGene00219371",0,0,0,24,0,1,8,0,32,5,8,2,2,3,2,10,12
"WBGene00219372",562,8,4,174,290,2,930,19,1020,36,123,25,6,62,11,128,321
"WBGene00219373",40,1,24,772,20,10,369,10,3664,216,729,123,487,8,74,668,272
"WBGene00219375",3,1,16,226,5,1,62,2,1304,33,120,85,79,8,60,92,45
"WBGene00219376",18,3,65,258,54,2,164,0,559,65,239,258,337,14,297,434,25
