,elongating embryo Ce,L1 larva Ce,dauer larva Ce,adult Ce,L2L3_larva
WBGene00005912,3,21,108,1,14
WBGene00005913,0,58,22,0,9
WBGene00005914,1,75,10,0,7
WBGene00005915,0,7,180,0,8
WBGene00005916,0,7,7,0,4
WBGene00005917,1,4,37,0,4
WBGene00005918,0,1,82,0,3
WBGene00005919,1,2,20,0,2
WBGene00005920,1,12,38,0,5
WBGene00005921,0,10,13,0,3
WBGene00005923,0,6,34,0,0
WBGene00005924,2,12,84,0,10
WBGene00005925,9,26,183,0,35
WBGene00005926,15,43,101,0,7
WBGene00005927,26,5,112,0,37
WBGene00005928,5,1,11,0,2
WBGene00005929,0,329,46,0,65
WBGene00005931,208,876,42,5,63
WBGene00005932,29,426,95,2,28
WBGene00005933,5,10,3,0,9
WBGene00005934,1,351,43,1,12
WBGene00005935,5,36,18,2,19
WBGene00005936,138,3041,114,5,266
WBGene00005937,5,41,618,1,13
WBGene00005938,17,68,96,0,11
WBGene00005939,2,27,15,0,4
WBGene00005941,1,17,722,1,4
WBGene00005942,0,12,154,0,8
WBGene00005944,0,1,46,0,0
WBGene00005945,4,24,83,0,5
WBGene00005947,0,418,857,0,27
WBGene00005948,0,4,3,0,4
WBGene00005949,2,7,52,5,213
WBGene00005950,2,6,126,1,4
WBGene00005951,0,1,56,0,7
WBGene00005952,0,13,298,0,6
WBGene00005953,0,38,24,0,4
WBGene00005954,0,2,23,0,1
WBGene00005955,1,4,81,0,6
WBGene00005956,2,1,19,0,1
WBGene00005957,0,122,303,0,5
WBGene00005958,0,665,172,0,11
WBGene00005959,1,239,712,2,51
WBGene00005961,11,4,8,0,7
WBGene00005963,0,17,8,0,15
WBGene00005964,0,121,21,1,25
WBGene00005965,7,29,10,1,10
WBGene00005966,0,3,57,1,7
WBGene00005967,110,98,12,0,9
WBGene00005968,38,150,32,1,10
WBGene00005969,14,16,1,0,3
WBGene00005971,5,58,15,1,22
WBGene00005973,0,7,19,0,9
WBGene00005974,0,37,0,0,5
WBGene00005975,2,112,11,0,14
WBGene00005976,15,240,137,1,13
WBGene00005977,1,84,28,0,14
WBGene00005978,0,8,1,0,6
WBGene00005979,0,7,0,0,2
WBGene00005981,13,41,66,0,3
WBGene00005983,6,6,905,1,3
WBGene00005984,0,0,25,0,1
WBGene00005986,0,14,764,0,11
WBGene00005987,6,8,40,0,5
WBGene00005988,1,59,54,3,5
WBGene00005989,2,24,137,7,3
WBGene00005990,0,6,29,0,2
WBGene00005991,0,4,52,0,2
WBGene00005992,0,7,77,0,3
WBGene00005993,0,8,4,0,3
WBGene00005994,0,0,24,0,1
WBGene00005995,0,17,284,0,8
WBGene00005996,0,40,82,0,6
WBGene00005997,0,138,40,0,5
WBGene00005998,0,323,9,0,21
WBGene00005999,0,171,71,2,18
WBGene00006000,1,84,10,0,7
WBGene00006001,1,38,27,0,3
WBGene00006002,4,390,59,1,16
WBGene00006003,2,51,45,0,2
WBGene00006004,0,264,268,0,6
WBGene00006005,3,291,39,1,25
WBGene00006006,42,164,112,2,29
WBGene00006007,5,27,150,3,9
WBGene00006008,15,267,66,3,29
WBGene00006009,15,14,21,7,17
WBGene00006010,0,14,11,1,6
WBGene00006011,1,79,11,0,4
WBGene00006012,0,61,0,1,9
WBGene00006013,0,17,0,0,4
WBGene00006014,1,193,162,0,14
WBGene00006016,2,239,193,36,41
WBGene00006017,0,32,90,0,3
WBGene00006018,0,17,41,0,7
WBGene00006019,0,54,86,0,6
WBGene00006020,0,182,214,0,23
WBGene00006021,0,80,46,0,10
WBGene00006022,1,10,104,0,15
WBGene00006023,4,8,107,0,4
WBGene00006024,0,24,126,0,2
WBGene00006025,2,164,125,0,12
WBGene00006026,0,277,92,1,13
WBGene00006027,1,269,70,0,4
WBGene00006028,3,34,58,0,10
WBGene00006038,0,1,0,48,19
WBGene00006039,1,17,2,877,362
WBGene00006040,1,0,0,32,8
WBGene00006044,1,36,10,3355,1682
WBGene00006047,0,3,0,102,21
WBGene00006048,5,0,0,480,120
WBGene00006049,0,2,0,18,38
WBGene00006050,31,88,4,1407,167
WBGene00006051,34,13,3,3702,401
WBGene00006052,0,2,1,638,233
WBGene00006053,11,101,15,2174,326
WBGene00006055,158,2405,636,23,302
WBGene00006056,5,17,8,927,296
WBGene00006057,1,9,0,16,25
WBGene00006058,1,121,52,66,383
WBGene00006059,6235,3645,2584,1354,5105
WBGene00006060,39,7,10,126,264
WBGene00006061,3127,1906,2543,1677,3133
WBGene00006062,5442,11100,1615,290,1929
WBGene00006063,26759,7524,3792,636,1047
WBGene00006064,391,5346,818,10,417
WBGene00006065,5,238,51,7,26
WBGene00006066,2670,20005,5386,661,3670
WBGene00006067,982,5253,825,77,851
WBGene00006068,242,3183,729,18,464
WBGene00006069,2,75,26,1,6
WBGene00006070,1,4,16,1,6
WBGene00006071,0,144,78,0,15
WBGene00006072,5,14,53,1,7
WBGene00006074,41,0,20,0,3
WBGene00006075,399,204,544,6,38
WBGene00006076,1,14,34,0,4
WBGene00006077,1,66,71,0,11
WBGene00006078,0,8,24,0,3
WBGene00006080,26,27,193,3,13
WBGene00006081,0,6,40,0,1
WBGene00006082,1,2,13,0,1
WBGene00006083,9,3,29,0,3
WBGene00006084,2,27,73,4,7
WBGene00006085,224,24,757,2,6
WBGene00006086,6,47,352,4,10
WBGene00006087,4,3,461,1,5
WBGene00006088,0,17,1,0,1
WBGene00006089,0,21,16,4,3
WBGene00006090,1,20,108,0,2
WBGene00006091,0,1,15,0,5
WBGene00006092,0,25,48,1,3
WBGene00006093,2,112,246,0,10
WBGene00006094,0,54,98,0,4
WBGene00006095,0,23,95,0,6
WBGene00006096,2,34,21,0,16
WBGene00006097,1008,48,295,0,131
WBGene00006098,13,21,25,0,5
WBGene00006099,0,13,9,0,2
WBGene00006101,1,39,29,0,2
WBGene00006102,22,60,45,1,9
WBGene00006103,0,1117,61,1,30
WBGene00006104,4,6,26,0,4
WBGene00006105,0,28,6,0,2
WBGene00006106,0,10,5,3,7
WBGene00006107,20,9,9,0,9
WBGene00006108,5,8,72,0,4
WBGene00006109,4,35,484,7,16
WBGene00006110,23,43,15,0,7
WBGene00006111,1,6,14,0,4
WBGene00006112,6,9,23,0,6
WBGene00006113,4,43,82,1,5
WBGene00006114,16,10,39,2,26
WBGene00006116,1,4,37,0,1
WBGene00006117,0,8,9,0,4
WBGene00006118,0,18,43,0,4
WBGene00006119,1,2,2,0,4
WBGene00006120,23,2,26,3,4
WBGene00006121,0,10,121,0,2
WBGene00006122,13,71,245,0,3
WBGene00006123,2,19,155,1,4
WBGene00006125,1,11,28,0,3
WBGene00006126,0,83,74,0,6
WBGene00006127,0,152,176,1,18
WBGene00006128,3,48,52,1,7
WBGene00006129,5,132,18,0,15
WBGene00006130,3,34,19,2,1
WBGene00006131,1,35,6,0,5
WBGene00006132,0,38,148,0,1
WBGene00006133,0,4,22,0,4
WBGene00006134,25,9,67,1,2
WBGene00006135,2,32,47,2,11
WBGene00006137,0,5,131,0,5
WBGene00006138,0,92,91,0,11
WBGene00006139,2,43,1,0,11
WBGene00006140,339,14,39,2,8
WBGene00006141,1,9,93,0,2
WBGene00006142,1,21,71,0,9
WBGene00006143,5,35,10,0,17
WBGene00006144,0,4,299,0,4
WBGene00006145,0,5,107,0,4
WBGene00006146,2,265,225,4,4
WBGene00006147,0,3,420,1,4
WBGene00006148,2,125,3,1,14
WBGene00006149,2,109,21,1,11
WBGene00006150,4,375,21,4,17
WBGene00006151,1,54,27,2,10
WBGene00006152,29,31,482,0,22
WBGene00006153,4,233,51,1,20
WBGene00006154,1,502,120,0,10
WBGene00006155,13,28,55,0,9
WBGene00006156,0,19,59,0,2
WBGene00006157,0,11,44,0,6
WBGene00006158,1,8,257,1,3
WBGene00006159,0,76,4,0,2
WBGene00006160,0,5,140,0,5
WBGene00006161,7,40,180,0,6
WBGene00006162,0,45,13,0,8
WBGene00006163,4,440,90,4,30
WBGene00006164,0,76,56,0,5
WBGene00006165,0,38,143,0,6
WBGene00006166,1,3,84,0,8
WBGene00006167,14,47,17,1,8
WBGene00006169,53,286,93,0,100
WBGene00006172,32,42,44,2,27
WBGene00006173,12,9,21,2,4
WBGene00006174,1,1,378,0,9
WBGene00006175,8,80,163,3,6
WBGene00006176,118,28,75,1,4
WBGene00006178,0,10,100,0,4
WBGene00006179,0,80,770,2,3
WBGene00006180,0,111,480,1,26
WBGene00006181,0,38,16,2,1
WBGene00006182,0,8,153,0,9
WBGene00006183,0,81,61,2,20
WBGene00006184,0,2,71,0,3
WBGene00006185,0,6,68,2,7
WBGene00006186,88,59,60,0,25
WBGene00006187,45,21,91,0,20
WBGene00006188,10,8,37,0,4
WBGene00006189,25,19,74,1,16
WBGene00006190,3,15,1009,0,7
WBGene00006191,91,29,1002,3,18
WBGene00006192,0,14,382,0,7
WBGene00006193,1,39,110,2,25
WBGene00006195,288,14,71,7,11
WBGene00006196,1,4,13,0,6
WBGene00006197,1,86,297,0,7
WBGene00006198,0,60,48,0,10
WBGene00006199,0,37,26,0,5
WBGene00006201,0,75,71,0,6
WBGene00006202,0,23,8,0,8
WBGene00006203,0,16,37,1,4
WBGene00006204,0,0,25,0,5
WBGene00006205,5,48,23,0,5
WBGene00006206,11,10,90,2,0
WBGene00006207,4,409,107,1,37
WBGene00006208,0,126,131,2,21
WBGene00006209,3,82,110,2,7
WBGene00006210,11,26,24,0,12
WBGene00006211,2,271,199,0,15
WBGene00006212,59,73,134,4,69
WBGene00006213,9,72,429,0,14
WBGene00006214,0,61,116,1,9
WBGene00006215,7,19,97,5,9
WBGene00006216,5,10,88,1,7
WBGene00006217,1425,9,104,3,7
WBGene00006218,4,2,22,0,6
WBGene00006219,0,8,38,1,11
WBGene00006220,5,4306,10543,409,1432
WBGene00006221,44,23,262,3,4
WBGene00006222,0,26,43,0,6
WBGene00006223,201,10,27,20,3
WBGene00006224,3,7,9,6,15
WBGene00006225,0,30,15,0,8
WBGene00006226,27,196,83,2,16
WBGene00006228,18,26,182,0,11
WBGene00006229,17,17,49,2,23
WBGene00006230,1,5,107,1,4
WBGene00006231,11,32,46,0,2
WBGene00006232,0,2,54,0,3
WBGene00006233,1,60,53,0,12
WBGene00006234,1,23,73,0,9
WBGene00006235,0,45,23,0,7
WBGene00006236,0,3,50,0,0
WBGene00006237,32,42,72,2,14
WBGene00006238,0,9,16,0,4
WBGene00006239,1,21,32,0,4
WBGene00006240,2,0,57,0,6
WBGene00006241,0,6,115,0,5
WBGene00006242,37,7,137,1,6
WBGene00006243,1,13,40,0,2
WBGene00006244,4,39,65,2,9
WBGene00006245,0,1,15,0,1
WBGene00006246,0,3,20,0,3
WBGene00006247,0,9,12,0,4
WBGene00006250,0,27,31,1,1
WBGene00006251,2,50,47,0,9
WBGene00006252,0,3,17,0,6
WBGene00006253,7,5,23,0,7
WBGene00006255,181,105,285,2,18
WBGene00006256,53,22,200,2,9
WBGene00006257,1,2,34,0,4
WBGene00006258,0,29,440,6,26
WBGene00006259,3,15,58,1,7
WBGene00006260,0,18,24,1,10
WBGene00006261,6,18,15,2,7
WBGene00006262,1,139,110,1,6
WBGene00006263,2,77,32,0,4
WBGene00006264,0,68,104,0,2
WBGene00006265,0,5,24,0,9
WBGene00006266,2,7,68,0,6
WBGene00006267,0,9,8,0,7
WBGene00006268,1,23,20,1,19
WBGene00006270,1,38,0,0,4
WBGene00006271,0,10,26,0,3
WBGene00006272,23,436,158,11,25
WBGene00006273,6,23,6,0,1
WBGene00006274,1,16,1,0,3
WBGene00006275,0,12,4,0,1
WBGene00006276,48,13,17,0,15
WBGene00006277,2,72,5,0,11
WBGene00006278,0,69,56,0,4
WBGene00006279,2,213,70,0,19
WBGene00006280,0,104,20,0,7
WBGene00006281,1,6,33,1,3
WBGene00006282,0,7,235,0,5
WBGene00006286,0,75,215,1,15
WBGene00006287,2,83,246,3,12
WBGene00006288,161,24,195,1,7
WBGene00006289,0,21,27,1,2
WBGene00006306,245,20801,5939,85,2266
WBGene00006307,10261,3949,5454,3627,5345
WBGene00006308,1401,183,220,112,483
WBGene00006309,562,13851,1803,68,1002
WBGene00006310,22,1369,447,64,634
WBGene00006311,714,513,2228,4975,1537
WBGene00006318,531,1482,439,21,228
WBGene00006319,57,436,85,51,293
WBGene00006321,15599,46375,4274,266,4578
WBGene00006324,19264,17917,8354,13414,9056
WBGene00006331,121197,507423,14084,5479,28337
WBGene00006342,42802,34863,9757,964,8531
WBGene00006349,13512,14266,4538,5576,5802
WBGene00006351,3551,23172,8462,3642,24050
WBGene00006352,17051,84050,23098,7684,11889
WBGene00006353,2791,15069,2394,895,2713
WBGene00006359,4487,3903,6142,1711,3105
WBGene00006363,4852,16111,2142,68,1488
WBGene00006364,24515,13117,3876,1085,4601
WBGene00006365,11850,10927,1955,150,1796
WBGene00006366,104532,1432,735,316,92179
WBGene00006367,28690,10361,2513,302,15570
WBGene00006368,1477,1818,898,390,870
WBGene00006369,8305,19913,5737,2920,8029
WBGene00006371,3001,3262,1457,178,1123
WBGene00006372,1764,90087,2550,119,1878
WBGene00006373,8170,3666,5139,2133,4520
WBGene00006374,160,69,534,1549,449
WBGene00006375,850,568,3468,1652,1949
WBGene00006376,475,239,1344,705,580
WBGene00006377,541,599,881,551,513
WBGene00006379,9286,1511,1028,1542,1488
WBGene00006380,1909,536,236,30,124
WBGene00006381,3579,3291,2044,2992,2316
WBGene00006382,6949,11709,4451,3057,6409
WBGene00006383,2370,4800,1344,1947,1941
WBGene00006384,4853,28587,1912,1868,1764
WBGene00006385,2824,6131,2249,985,1412
WBGene00006386,6410,3628,5040,2149,2772
WBGene00006387,706,1890,557,1101,624
WBGene00006388,1707,674,260,127,98
WBGene00006389,715,1105,601,803,457
WBGene00006390,2809,1175,2362,1625,1225
WBGene00006391,4666,1264,1405,836,1040
WBGene00006392,2329,9573,1506,960,1261
WBGene00006393,1432,1274,473,565,426
WBGene00006394,1016,255,87,1305,89
WBGene00006395,631,343,656,176,319
WBGene00006396,3300,7665,3183,1470,1840
WBGene00006397,4689,4811,1968,804,1570
WBGene00006399,205,41,14,0,8
WBGene00006402,3625,4536,3043,2252,1515
WBGene00006404,490,2692,1484,2301,23067
WBGene00006405,11402,31398,7140,4267,5666
WBGene00006406,35552,15990,15651,10336,14220
WBGene00006407,8502,111336,15906,2366,21562
WBGene00006408,58,20407,2706,3885,10447
WBGene00006409,50,7,3,181,220
WBGene00006410,11732,16012,4204,1301,5170
WBGene00006411,42,2135,1297,71,120
WBGene00006412,2954,33896,3459,241,3942
WBGene00006414,5037,10667,6420,4363,6543
WBGene00006415,4691,12015,4068,1957,2317
WBGene00006416,2660,166,3959,371,1305
WBGene00006418,633,2442,148,61,318
WBGene00006419,29,56,235883,4,6
WBGene00006423,31717,93413,9027,913,16290
WBGene00006424,5745,15356,2892,96,1602
WBGene00006428,51,1075,1222,30,92
WBGene00006429,0,61,0,1,37
WBGene00006430,1352,1677,1033,332,783
WBGene00006431,5952,13501,1088,1385,1408
WBGene00006432,22843,32921,7735,4235,13832
WBGene00006433,8135,42521,10638,10608,30417
WBGene00006434,17780,103630,22665,29324,77415
WBGene00006435,2,23,111,0,12
WBGene00006436,28756,83524,23463,3917,32561
WBGene00006437,31369,34298,10893,8443,12745
WBGene00006438,21124,65276,18740,4233,33599
WBGene00006439,67832,1890193,494723,122587,340095
WBGene00006440,452,860,1718,1354,971
WBGene00006441,16,5363,1351,35,528
WBGene00006442,3685,3335,2627,1502,2311
WBGene00006443,6635,4816,2935,3565,3423
WBGene00006444,22630,53701,9963,636,7031
WBGene00006445,515,41021,1531,153,1147
WBGene00006446,1603,1725,1009,1139,1080
WBGene00006447,3602,1224,1971,818,1466
WBGene00006448,1227,1964,11122,784,1512
WBGene00006449,9,23,11,1594,3204
WBGene00006450,3826,7758,6548,1580,3322
WBGene00006452,11051,2990,4093,1409,4930
WBGene00006454,25,1882,66,86,446
WBGene00006459,392,1631,1181,40,460
WBGene00006460,15531,110391,15393,9438,16632
WBGene00006461,1776,521,271,212,777
WBGene00006462,2743,26159,13415,261,1875
WBGene00006463,790,1299,3711,4085,2805
WBGene00006464,114,6046,421,48,637
WBGene00006465,4610,14892,3804,3052,5089
WBGene00006466,1172,748,1078,673,670
WBGene00006467,6819,6404,3413,151,2310
WBGene00006468,2175,7291,2902,255,2785
WBGene00006470,811,2020,1981,362,2173
WBGene00006471,0,2,1,2,2
WBGene00006472,24768,23702,6514,4085,15442
WBGene00006473,1535,630,1840,458,994
WBGene00006474,6991,5049,2931,3155,2627
WBGene00006475,47,6516,928,31,376
WBGene00006476,39179,32391,2962,485,4043
WBGene00006477,2564,2392,1072,548,780
WBGene00006478,4194,16755,3438,988,2913
WBGene00006479,6222,39650,10838,2099,6708
WBGene00006481,7133,6389,5237,4415,5030
WBGene00006483,6625,29531,11453,6276,6767
WBGene00006484,12,33,0,5,15
WBGene00006486,338,3114,1411,62,960
WBGene00006487,387,106,97,53,245
WBGene00006488,0,0,2,0,3
WBGene00006489,5472,3154,3927,1407,2981
WBGene00006490,8484,22488,6907,5236,11456
WBGene00006491,755,628,810,733,1840
WBGene00006492,3633,3395,2250,1669,1428
WBGene00006493,2204,28202,53066,4397,10046
WBGene00006494,13783,37987,5921,6740,15738
WBGene00006495,7714,186289,63046,3584,14315
WBGene00006496,6652,28292,3752,1286,4532
WBGene00006497,13401,42740,69076,3484,10136
WBGene00006498,39233,37676,5821,4454,9213
WBGene00006499,6235,13789,8185,10058,5380
WBGene00006503,2019,5258,1109,782,1334
WBGene00006504,16222,143256,34277,6259,22016
WBGene00006505,120,2955,169,27,477
WBGene00006508,26190,22646,7088,1619,13433
WBGene00006509,44,251,67,711,629
WBGene00006510,3933,2189,3328,1830,5123
WBGene00006512,4325,6302,6679,3312,9385
WBGene00006513,612,25979,2703,469,2876
WBGene00006514,7466,8611,3986,3265,2614
WBGene00006515,5317,3755,2019,2188,2961
WBGene00006516,4377,6248,3610,2670,4384
WBGene00006517,8220,16305,6246,1352,5227
WBGene00006518,2972,13601,3385,4105,12060
WBGene00006519,11384,29292,41959,9710,25837
WBGene00006520,2564,1063,1041,293,1119
WBGene00006522,1099,306,89,17,490
WBGene00006523,26098,47018,21717,12866,7302
WBGene00006524,4860,5860,952,309,1892
WBGene00006525,120,1017,576,11,143
WBGene00006526,237,694,221,5,99
WBGene00006527,25552,313110,29641,3575,25417
WBGene00006528,64396,86225,20474,72370,62118
WBGene00006529,32954,74133,22597,96679,95662
WBGene00006530,796,3954,1545,3193,19730
WBGene00006531,312,933,262,8,226
WBGene00006532,503,419,24,3,134
WBGene00006533,21,3621,242,147,1142
WBGene00006534,75,402,171,0,1756
WBGene00006535,318,2700,2107,144,888
WBGene00006536,41782,63815,11971,57994,70048
WBGene00006537,59865,191812,51109,132084,133394
WBGene00006538,12191,4970,606,76,879
WBGene00006539,5,1794,533,67,247
WBGene00006540,4352,6332,5290,3779,2895
WBGene00006541,9,1131,345,8694,152
WBGene00006542,3918,5228,4112,2781,2668
WBGene00006543,13198,32809,3230,291,2538
WBGene00006544,532,21,42,1,273
WBGene00006545,1050,602,2,110,15
WBGene00006546,539,1386,5,564,10
WBGene00006547,286,140,11,566,18
WBGene00006550,6,20,0,10,5
WBGene00006551,7,23,2,8,3
WBGene00006552,168,134,5,681,18
WBGene00006553,1,8,0,88,169
WBGene00006554,11,4,0,1,2
WBGene00006555,206,92,12,371,20
WBGene00006556,28,29,1,137,4
WBGene00006557,16,24,2,182,2
WBGene00006558,6,1,0,8,3
WBGene00006559,5,0,0,10,5
WBGene00006560,1,12,0,0,0
WBGene00006561,8598,3634,677,308,757
WBGene00006562,691,3477,1086,6451,1331
WBGene00006563,2475,3659,1626,452,1175
WBGene00006565,15710,12208,4086,9354,17123
WBGene00006566,2622,3304,4672,944,1626
WBGene00006567,1743,6623,2251,708,1372
WBGene00006568,4417,1729,2713,1973,1692
WBGene00006570,175,9461,2144,243,980
WBGene00006571,3029,2075,3142,4569,3168
WBGene00006572,2920,3585,2084,1132,3918
WBGene00006573,2583,6223,2955,1449,2289
WBGene00006574,4304,9213,4776,2722,7355
WBGene00006575,18556,77430,7744,953,6890
WBGene00006576,25,1395,800,19,156
WBGene00006577,9893,23366,7240,4297,4788
WBGene00006578,4999,12575,1781,466,1303
WBGene00006579,38580,63608,26306,22751,20015
WBGene00006580,15010,9209,7469,286,3903
WBGene00006582,8692,8707,3201,176,2198
WBGene00006583,1727,31476,4969,292,5228
WBGene00006584,27868,30103,1521,493,17960
WBGene00006585,227,15208,1250,1188,3801
WBGene00006586,2539,53077,5814,759,6556
WBGene00006587,178,216925,16181,18712,54293
WBGene00006588,27617,64209,65675,2142,10224
WBGene00006589,987,31103,2709,559,6056
WBGene00006590,7594,8252,4867,4384,8248
WBGene00006591,110,10413,2927,743,2401
WBGene00006592,5989,18908,11670,863,6833
WBGene00006593,23514,35306,5282,5437,9945
WBGene00006594,3452,31698,26927,811,7042
WBGene00006595,29429,10072,9694,7771,10527
WBGene00006596,495,1188,1433,838,896
WBGene00006597,28,429,81,2,125
WBGene00006598,129,35,15,8,55
WBGene00006599,8314,67984,11704,705,6474
WBGene00006600,298,1547,386,14,142
WBGene00006601,7406,44426,12463,9487,25858
WBGene00006602,3449,33312,23126,2007,7304
WBGene00006603,1494,31637,30919,2284,13244
WBGene00006604,2379,11381,7553,5677,7491
WBGene00006605,7316,8907,5984,3325,5032
WBGene00006606,7355,7614,1944,1343,3448
WBGene00006607,5071,7333,10127,4223,9930
WBGene00006608,1424,5145,5714,2314,3733
WBGene00006609,324,7134,900,688,4426
WBGene00006610,337,1650,398,91,1120
WBGene00006611,109,3694,1757,42,376
WBGene00006612,4,80,15,9,28
WBGene00006613,5061,4815,4227,2147,3844
WBGene00006614,112,11154,2201,29,673
WBGene00006615,679,15943,1560,120,1263
WBGene00006616,104,2728,261,158,434
WBGene00006617,8845,22833,13514,12382,27525
WBGene00006618,1158,249,1697,626,475
WBGene00006619,373,1056,96,1815,176
WBGene00006620,301,565,341,28,1182
WBGene00006621,629,728,308,40,177
WBGene00006622,6,184,138,4,59
WBGene00006623,244,449,91,20,29
WBGene00006624,32,115,515,15,72
WBGene00006625,1,17,2,28,94
WBGene00006626,25073,33684,8715,27815,84795
WBGene00006627,436,1059,116,15,117
WBGene00006628,360,455,57,4,105
WBGene00006629,93,598,31,5,102
WBGene00006630,0,93,19,0,17
WBGene00006631,4,15,8,0,9
WBGene00006632,159,5788,680,40,269
WBGene00006633,1066,4892,1102,46,614
WBGene00006634,35,9519,2659,424,3161
WBGene00006635,3833,7605,1378,348,1872
WBGene00006636,486,6882,18,248,1736
WBGene00006637,5555,8464,1820,96,1780
WBGene00006638,4364,7063,3624,3353,2618
WBGene00006639,1354,648,293,34,180
WBGene00006640,11826,5505,1077,287,6215
WBGene00006641,1917,5305,1649,188,2410
WBGene00006642,3454,1794,111,13,344
WBGene00006643,3997,2824,27,8,222
WBGene00006644,0,73,5,78,130
WBGene00006645,13,42,29,7,119
WBGene00006646,9392,4966,1947,91,572
WBGene00006647,3017,8937,2228,2773,3456
WBGene00006648,3965,5341,1989,1202,1215
WBGene00006649,26690,32454,4065,457,3230
WBGene00006652,6369,5116,1450,38,1028
WBGene00006654,778,3617,351,4,93
WBGene00006655,1726,3475,756,20,437
WBGene00006656,18,7245,2093,223,639
WBGene00006657,473,21879,1251,147,1402
WBGene00006658,9,123,103,1,56
WBGene00006659,11,292,51,6,50
WBGene00006660,14,2688,6311,193,439
WBGene00006661,59,27,7,33,87
WBGene00006662,349,6574,10234,94,833
WBGene00006663,1338,8521,5914,191,3510
WBGene00006664,30,1839,753,22,310
WBGene00006665,16,345,588,1,141
WBGene00006666,6269,895,1533,19,1746
WBGene00006667,148,1095,1614,45,544
WBGene00006668,1210,7230,1929,104,1705
WBGene00006669,254,3043,768,11,183
WBGene00006670,196,403,393,65,166
WBGene00006671,254,7675,2833,72,1169
WBGene00006672,6712,19339,1946,543,4649
WBGene00006673,68,159,53,0,29
WBGene00006674,6,359,25,9,119
WBGene00006675,301,916,4016,283,615
WBGene00006676,68,2605,411,4,114
WBGene00006677,30,1104,1523,109,918
WBGene00006678,32,951,995,146,1317
WBGene00006679,14,349,364,81,720
WBGene00006680,323,695,152,24,373
WBGene00006681,74,2506,1155,30,577
WBGene00006682,662,2885,895,53,484
WBGene00006683,7644,15665,4112,123,1644
WBGene00006684,167,1214,172,29,146
WBGene00006685,42,1780,1020,114,480
WBGene00006686,1,3553,2015,173,964
WBGene00006687,507,1029,402,9,189
WBGene00006688,1,99,40,12,75
WBGene00006689,25,9,1,5,20
WBGene00006690,230,1959,561,56,477
WBGene00006691,92,1624,559,19,245
WBGene00006692,44,697,382,109,666
WBGene00006693,657,3492,2085,58,716
WBGene00006694,59,311,28,3,35
WBGene00006695,226,385,34,53,51
WBGene00006696,160,2717,869,101,470
WBGene00006697,13511,104059,9448,6214,9538
WBGene00006698,6293,4985,2394,3195,4005
WBGene00006699,11541,34380,25639,39935,49419
WBGene00006700,1636,1854,1500,3779,2190
WBGene00006701,2932,134980,26023,991,4293
WBGene00006702,13480,28821,7464,4678,6315
WBGene00006703,2916,9733,3621,1876,2519
WBGene00006704,8962,19657,9584,8341,19823
WBGene00006705,653,14778,2899,341,478
WBGene00006706,16621,13830,7657,7792,14095
WBGene00006707,5077,3875,1628,3889,5376
WBGene00006708,4485,24435,5633,1754,6263
WBGene00006709,3729,3147,1488,1123,1920
WBGene00006710,1967,6638,1881,648,1167
WBGene00006711,4124,11924,2880,1199,2385
WBGene00006712,602,9381,2467,33,443
WBGene00006713,10318,15243,4009,6169,6150
WBGene00006714,920,1054,466,59,523
WBGene00006715,8976,49227,6265,3735,10765
WBGene00006716,12,490,63,3,43
WBGene00006717,40,2831,144,18,140
WBGene00006718,46,759,168,53,614
WBGene00006719,0,4,1,60,11
WBGene00006720,19550,89832,26888,7622,7452
WBGene00006721,1285,833,1197,264,975
WBGene00006722,2203,1795,1643,533,936
WBGene00006723,2462,2644,3132,1360,3223
