,elongating embryo Ce,L1 larva Ce,L2 larva Ce,dauer larva Ce,L3 larva Ce,adult Ce
WBGene00019418,332,14,5,0,2,291
WBGene00019419,3,1,1,0,0,1
WBGene00019420,21,4,3,1,0,42
WBGene00019421,3,1302,26,11,11,24
WBGene00019422,1,132,5,6,3,3
WBGene00019423,7,207,9,4,4,6
WBGene00019424,771,1516,84,354,40,5
WBGene00019425,65,19,10,84,170,17
WBGene00019426,29089,1313,678,89,1269,95
WBGene00019427,7500,8250,762,4746,1152,921
WBGene00019428,199,8572,786,1580,735,263
WBGene00019429,1983,1671,375,4502,1788,2092
WBGene00019430,7,37,8,42,734,1363
WBGene00019431,6,7,7,15,113,86
WBGene00019432,9311,3748,1397,2694,1871,4585
WBGene00019433,1105,11535,5002,5082,10121,5537
WBGene00019434,5130,5119,579,1465,381,70
WBGene00019435,3218,42936,5825,3891,4944,987
WBGene00019436,120,8740,264,1386,191,180
WBGene00019437,0,19,0,1,4,0
WBGene00019438,8,170,3,3,3,1
WBGene00019439,68,77,10,127,29,29
WBGene00019444,58,1572,188,401,349,99
WBGene00019445,9,791,106,354,40,5
WBGene00019448,712,1331,221,888,277,41
WBGene00019449,0,1,13,1,7,0
WBGene00019450,0,5,11,2,12,0
WBGene00019451,0,5,6,0,0,0
WBGene00019452,5,2,7,3,1,0
WBGene00019453,0,4,1,7,1,1
WBGene00019454,0,4,5,0,0,0
WBGene00019455,80,123,15,227,25,5
WBGene00019456,4084,1567,275,1073,448,146
WBGene00019457,3692,7368,775,4109,2393,1649
WBGene00019458,363,470,134,2322,608,535
WBGene00019459,27,242,7,11,164,264
WBGene00019460,1521,1242,314,1130,847,596
WBGene00019461,8,611,15,16,155,126
WBGene00019462,177,1011,142,386,111,32
WBGene00019464,2177,9027,902,11284,1330,765
WBGene00019465,5207,23518,1929,5878,2667,2326
WBGene00019466,33166,108133,9010,134528,13276,9036
WBGene00019467,3766,3217,376,2494,838,583
WBGene00019469,0,14,9,13,2,0
WBGene00019470,0,117,5,4,0,0
WBGene00019471,1,241,59,1875,3,0
WBGene00019472,5,332,44,3076,32,14
WBGene00019473,150,119,268,187,538,84
WBGene00019476,67,983,338,3817,509,205
WBGene00019477,29537,13882,1813,3500,2377,331
WBGene00019478,4008,2601,1217,2784,1292,315
WBGene00019479,2471,70545,2271,7642,1974,1374
WBGene00019480,283,3938,189,1172,296,96
WBGene00019481,7575,3577,2414,3696,3802,1497
WBGene00019482,1698,648,35,275,12,4
WBGene00019483,10,16,3,1,2,0
WBGene00019484,81,877,156,549,47,7
WBGene00019485,12,707,80,151,33,1
WBGene00019486,226,475,157,30,86,5
WBGene00019487,15138,14455,1142,5512,1028,1343
WBGene00019488,48,8871,712,5896,442,151
WBGene00019489,253,31864,936,16595,2126,434
WBGene00019490,14137,24377,3737,7802,3230,1348
WBGene00019491,6586,1316,376,765,531,266
WBGene00019492,6688,50419,4039,7991,6956,4637
WBGene00019493,2426,3188,1836,3116,3176,631
WBGene00019495,151,8876,4964,131,8700,459
WBGene00019496,19,3927,79,585,42,28
WBGene00019497,840,1395,60,124,113,5
WBGene00019498,565,1129,186,475,494,877
WBGene00019501,3,45,2,5,18,15
WBGene00019502,4,42,2,0,0,0
WBGene00019503,2400,785,368,1640,786,1083
WBGene00019504,9650,23249,2769,7178,3589,7367
WBGene00019506,3,215,9,75,108,30
WBGene00019507,0,22,3,0,5,13
WBGene00019508,170,62,120,34,27,2
WBGene00019509,325,500,255,625,1803,803
WBGene00019510,33607,53757,10049,17911,27713,20500
WBGene00019511,7324,7214,1027,1271,2604,1752
WBGene00019512,54,1286,16,78,83,82
WBGene00019513,933,13752,234,671,316,451
WBGene00019514,11780,30,2,3,0,4
WBGene00019515,88,1020,202,355,853,105
WBGene00019516,873,374,69,732,168,50
WBGene00019517,4,72,9,3,2,19
WBGene00019518,459,500,182,1385,241,22
WBGene00019519,1585,1930,179,446,209,73
WBGene00019520,15364,522,4727,97,4476,20
WBGene00019521,17396,144550,5194,70824,4407,1657
WBGene00019522,1048,1438,381,1399,446,107
WBGene00019524,8,38,12,89,3,2
WBGene00019525,83,551,183,346,143,19
WBGene00019526,9,18,3,16,4,0
WBGene00019527,2,43,9,172,10,2
WBGene00019529,7,17,6,22,27,7
WBGene00019530,0,10,3,2,116,177
WBGene00019531,11,24,11,4,132,301
WBGene00019533,26,5,8,39,7,1
WBGene00019534,0,1,0,0,2,1
WBGene00019535,160,478,105,472,163,226
WBGene00019536,1527,3458,284,373,74,54
WBGene00019537,14500,31174,8584,5716,7466,7411
WBGene00019538,817,110,351,97,79,28
WBGene00019540,16,10657,1745,135,5050,16165
WBGene00019541,135,125,20,62,84,37
WBGene00019543,11228,42543,7120,13965,12376,9297
WBGene00019544,4580,3146,1488,2472,2143,2317
WBGene00019545,18,101,87,66,19,0
WBGene00019546,497,2012,304,953,430,204
WBGene00019547,82,174,380,51,618,209
WBGene00019548,11,1,7,0,1,2
WBGene00019549,0,31,37,2,56,11
WBGene00019550,37,210,755,66,1332,216
WBGene00019551,23,122,31,5,8,3
WBGene00019552,7,12,12,0,1,0
WBGene00019553,8,65,2,1,0,0
WBGene00019554,1449,1721,711,1193,982,411
WBGene00019556,2,158,13,40,238,20
WBGene00019557,2,23,5,22,2,0
WBGene00019558,0,115,5,14,0,0
WBGene00019559,1,2,3,0,0,0
WBGene00019561,1,31,3,6,118,187
WBGene00019562,0,4,1,4,105,13
WBGene00019563,1,620,1361,30,1170,162
WBGene00019564,16,1338,59,21,89,32
WBGene00019565,325,290,1140,9,2390,104
WBGene00019566,1,51,7,14,0,0
WBGene00019567,0,232,5,36,1,1
WBGene00019569,10,127,6,105,10,216
WBGene00019570,27,188,18,387,11,1
WBGene00019571,25,293,44,202,63,5
WBGene00019572,4668,28570,1556,1519,2507,766
WBGene00019574,0,18,1,5,0,0
WBGene00019576,84,45,12,117,8,89
WBGene00019577,556,121,15,42,28,46
WBGene00019578,80,291,14,21,4,664
WBGene00019579,201,299,147,24,259,98
WBGene00019580,41,51,63,68,269,24
WBGene00019582,0,11,4,24,2,3
WBGene00019583,5,36,2,0,0,1
WBGene00019584,45,72,17,76,47,135
WBGene00019586,7,124,17,35,819,496
WBGene00019587,8,311,57,22,309,94
WBGene00019588,1,290,24,17,63,34
WBGene00019589,26,2132,147,120,530,223
WBGene00019590,20,1934,105,43,240,103
WBGene00019591,589,231,8,13,1,88
WBGene00019592,40,3866,268,745,400,204
WBGene00019593,69,3909,486,772,350,159
WBGene00019594,6,37,8,16,3,2
WBGene00019595,1160,709,352,1542,495,1152
WBGene00019597,15,6504,154,15147,718,140
WBGene00019598,1455,957,139,1129,550,649
WBGene00019599,4473,3884,1656,1313,3399,825
WBGene00019600,566,546,337,1353,1799,9882
WBGene00019601,11,29,3,1,19,8
WBGene00019603,48,691,141,1224,90,7
WBGene00019606,3258,437,64,1537,286,7513
WBGene00019607,7328,4944,1416,2352,2461,1417
WBGene00019608,1650,1047,556,5199,3331,9573
WBGene00019609,5842,1726,1782,1669,1392,231
WBGene00019611,4256,9435,895,1676,795,604
WBGene00019612,1166,9051,785,2222,825,195
WBGene00019613,53,37,16,3,4,4
WBGene00019614,227,491,47,102,13,1
WBGene00019615,18674,6588,868,3097,1644,410
WBGene00019616,18,563,50,188,35,4
WBGene00019617,4692,87856,52955,1262,60603,11360
WBGene00019618,23,274,23,110,14,0
WBGene00019619,41,70334,7072,253,6173,2379
WBGene00019620,9249,43045,8160,9450,14868,3578
WBGene00019621,0,18,3,0,13,1
WBGene00019622,0,11,3,2,2,63
WBGene00019623,12,1483,55,1488,42,23
WBGene00019624,3182,4075,897,2218,1840,717
WBGene00019625,6,240,6,23,4,2
WBGene00019626,12,362,6,32,233,119
WBGene00019627,2665,2137,881,4403,1742,2557
WBGene00019628,20972,93390,5373,29908,3470,25879
WBGene00019629,7530,3950,4785,7550,7370,6031
WBGene00019630,957,1394,616,2395,1295,2438
WBGene00019631,717,473,144,1274,477,446
WBGene00019633,351,105,28,320,79,21
WBGene00019636,246,16961,341,1139,489,291
WBGene00019638,26,418,5,114,3,18
WBGene00019639,25,440,3,149,6,8
WBGene00019640,137,161,185,19,62,4
WBGene00019641,2471,700,32,51,8,2
WBGene00019642,17,196,9,20,207,336
WBGene00019643,1029,2294,257,631,551,111
WBGene00019644,12954,994,2871,7657,476,56
WBGene00019645,1659,2497,1450,1440,2570,861
WBGene00019646,0,12,4,1,1,36
WBGene00019647,11813,5310,1039,5330,1905,791
WBGene00019648,6,417,53,2426,69,26
WBGene00019649,117,4137,385,2648,274,33
WBGene00019650,2447,1630,260,1259,362,78
WBGene00019651,636,943,94,1240,153,196
WBGene00019652,121,3194,62,845,60,16
WBGene00019653,22,1027,361,559,626,78
WBGene00019654,4,120,21,5,18,13
WBGene00019655,146,758,479,2719,1471,94
WBGene00019656,3700,27222,2630,2390,4136,1754
WBGene00019657,7429,7161,1362,1764,1387,1238
WBGene00019658,1298,2248,751,740,946,925
WBGene00019659,14,207,13,2,22,23
WBGene00019660,22,2129,176,12,498,107
WBGene00019661,5265,340,59,83,37,13
WBGene00019662,13,85,7,10,7,7
WBGene00019663,7351,21853,1676,4485,3624,507
WBGene00019664,3968,7158,1896,7105,3112,3128
WBGene00019665,46,4091,378,2316,148,131
WBGene00019666,6556,6940,1148,7562,4683,2283
WBGene00019667,2,459,18,1,168,39
WBGene00019668,1,462,13,2,46,6
WBGene00019669,12,747,74,4,27,5
WBGene00019673,1602,7965,2585,3123,5914,3868
WBGene00019674,203,1075,98,226,147,28
WBGene00019675,0,51,4,13,2,2
WBGene00019677,677,389,199,516,281,362
WBGene00019678,8232,6940,1362,5288,2865,1510
WBGene00019679,7364,10709,2533,4381,4665,2893
WBGene00019680,8229,5879,4452,4331,4464,1368
WBGene00019681,1,4,2,2,0,1
WBGene00019682,653,31480,28155,802,38419,9362
WBGene00019683,71,107,53,238,155,278
WBGene00019684,6,9,3,47,1,32
WBGene00019685,2,49,2,11,1,3
WBGene00019686,5187,8037,1027,2394,1041,2237
WBGene00019687,774,76,4,65,0,54
WBGene00019688,0,20,3,2,0,6
WBGene00019689,5,51,4,61,5,66
WBGene00019690,66,62,11,8,4,35
WBGene00019691,816,1948,99,256,190,46
WBGene00019692,387,555,143,2070,712,1392
WBGene00019693,18733,13521,6322,5370,10229,4857
WBGene00019697,14973,20397,2445,6504,2883,4857
WBGene00019698,10074,42875,1757,18972,2311,2103
WBGene00019699,206,421,29,21,48,21
WBGene00019700,185,39,5,21,1,223
WBGene00019702,3,0,3,0,0,4
WBGene00019703,398,17,4,3,1,181
WBGene00019704,268,7,5,1,0,39
WBGene00019705,2752,62,4,7,1,62
WBGene00019709,4,38,5,4,0,0
WBGene00019710,1985,548,194,596,525,514
WBGene00019711,2715,4431,1028,3873,2648,2270
WBGene00019712,275,207,120,1368,687,833
WBGene00019713,2069,13002,3487,3775,10083,7106
WBGene00019714,0,12,0,0,0,0
WBGene00019715,641,1721,668,1283,1645,2116
WBGene00019716,1693,5185,1161,2319,2545,1670
WBGene00019717,512,13688,685,315,934,59
WBGene00019718,616,740,71,58,53,8
WBGene00019719,19961,532063,11024,333741,3971,6711
WBGene00019720,1637,3609,291,1472,441,113
WBGene00019721,36,315,55,71,45,15
WBGene00019722,19,370,8,46,4,6
WBGene00019723,204,161,48,393,89,84
WBGene00019724,521,663,163,443,347,325
WBGene00019725,803,353,220,328,117,296
WBGene00019726,7219,22624,3297,2672,1368,2553
WBGene00019727,5831,6250,6793,2708,8865,1703
WBGene00019728,25,90,5,49,145,53
WBGene00019729,5569,2419,497,1520,722,683
WBGene00019730,99370,25582,3511,37595,2959,1883
WBGene00019731,16,494,156,790,388,174
WBGene00019732,15,305,294,469,270,73
WBGene00019733,3436,26272,1986,6679,1580,876
WBGene00019734,25,2007,529,1272,128,36
WBGene00019735,0,133,10,2,4,10
WBGene00019736,208,89,15,7,11,2
WBGene00019738,54,2073,3127,119,5212,424
WBGene00019739,0,128,5,0,0,0
WBGene00019740,0,24,4,22,1,2
WBGene00019741,2496,1632,348,134,260,32
WBGene00019742,795,1180,350,440,406,30
WBGene00019743,2077,3031,364,880,335,53
WBGene00019744,64,313,329,54,1698,159
WBGene00019745,3,11,14,286,0,1
WBGene00019746,429,1078,147,895,216,68
WBGene00019747,2434,20313,2260,6896,4702,4260
WBGene00019748,34491,63036,4717,23145,3228,4504
WBGene00019749,1915,2619,309,1761,395,34
WBGene00019750,15,2842,359,2160,376,104
WBGene00019751,30323,16832,4067,105,1089,61
WBGene00019753,79,2729,94,325,104,10
WBGene00019754,72,58,109,35,62,7
WBGene00019755,0,25,3,0,11,9
WBGene00019756,262,1913,482,32,204,6
WBGene00019757,1450,1103,222,3021,523,902
WBGene00019758,5,67,7,2,0,0
WBGene00019759,7576,572,1991,238,2986,95
WBGene00019760,81563,12820,12781,3649,24591,9579
WBGene00019761,544,563,602,125,190,15
WBGene00019762,9079,7856,2252,6434,3638,3688
WBGene00019763,827,70,119,82,335,19
WBGene00019764,13,936,80,283,58,9
WBGene00019765,171,3017,407,840,307,34
WBGene00019766,3947,10560,1685,2618,939,3147
WBGene00019767,5233,13329,1896,2936,3232,9474
WBGene00019768,270,578,20,267,50,88
WBGene00019769,334,231,113,462,279,284
WBGene00019770,6438,5278,772,1457,1976,765
WBGene00019771,8176,12114,1652,1838,1903,3730
WBGene00019772,26,7034,1409,356,557,193
WBGene00019773,12,82,17,305,270,104
WBGene00019774,98,4557,398,3113,384,135
WBGene00019776,257,635,160,303,54,15
WBGene00019777,1078,1274,211,1333,430,239
WBGene00019778,2306,7765,1587,2148,2293,2223
WBGene00019779,475,71163,11277,477,9586,2050
WBGene00019780,3074,60073,2444,54767,3464,1469
WBGene00019781,931,3062,277,1450,582,231
WBGene00019782,36,11484,281,4150,55,73
WBGene00019783,0,17,7,8,260,53
WBGene00019784,0,8,0,0,1,1
WBGene00019785,5,30,12,0,450,205
WBGene00019786,2113,4647,981,1841,695,874
WBGene00019787,2306,4067,493,980,460,403
WBGene00019789,428,670,125,1008,218,239
WBGene00019791,1,0,0,0,0,0
WBGene00019792,378,671,206,1854,670,1019
WBGene00019793,13,4,6,0,0,7
WBGene00019794,5,8,5,1,0,76
WBGene00019795,64,6,7,1,2,167
WBGene00019796,38,16,3,1,1,50
WBGene00019797,32,0,0,1,0,31
WBGene00019798,17,0,4,0,0,21
WBGene00019799,176,102,16,5,7,857
WBGene00019800,3640,5099,1513,1945,2789,1988
WBGene00019801,1253,17045,425,5008,1419,1090
WBGene00019803,1327,1925,1211,724,1823,668
WBGene00019804,164,11,4,8,0,34
WBGene00019807,6368,12553,1313,4632,2002,2018
WBGene00019808,2739,5885,781,2700,837,891
WBGene00019809,10,8,2,10,2,0
WBGene00019810,4,20,8,383,205,186
WBGene00019811,139,325,48,377,352,8730
WBGene00019812,122,48,37,192,38,50
WBGene00019813,7884,1986,1215,1286,2955,582
WBGene00019814,51,13,5,2,0,125
WBGene00019815,61,15,0,1155,0,148
WBGene00019816,1033,1949,251,1557,294,51
WBGene00019817,172,15,6,0,1,52
WBGene00019818,12,2327,77,13,90,37
WBGene00019819,14856,42870,9165,13723,18320,5669
WBGene00019820,3430,3151,1088,2049,2119,2254
WBGene00019821,3245,4760,650,3237,1188,783
WBGene00019822,2313,5183,807,4179,2057,2414
WBGene00019823,4364,6449,1795,3084,2559,2086
WBGene00019824,4524,1814,467,2426,1164,2177
WBGene00019825,436,600,208,833,431,668
WBGene00019826,30,15,6,19,18,8
WBGene00019827,1798,84361,7917,12332,5381,3597
WBGene00019828,157,1526,94,305,52,10
WBGene00019829,41,3566,235,711,233,97
WBGene00019830,1473,2817,1939,5531,2614,349
WBGene00019831,43798,657524,19553,39583,14339,21661
WBGene00019832,10522,2483,601,482,366,149
WBGene00019833,184,188,33,365,182,1722
WBGene00019834,2,12,3,5,30,29
WBGene00019835,0,12,1,2,10,34
WBGene00019836,2257,8544,648,2908,1527,1000
WBGene00019837,61,3129,413,6569,629,371
WBGene00019838,2727,1730,704,1713,978,536
WBGene00019839,18814,1479,5550,118,2551,34
WBGene00019840,12,13883,572,1403,164,19
WBGene00019841,2087,18832,1517,3776,1235,445
WBGene00019842,2838,2639,782,1974,643,1520
WBGene00019843,8872,994,615,1381,971,55
WBGene00019844,927,26831,2134,4503,2333,762
WBGene00019845,27,590,43,30,14,1
WBGene00019846,16,413,189,186,614,120
WBGene00019847,3856,27400,839,2751,337,130
WBGene00019849,211,36,52,91,63,0
WBGene00019850,12,6,2,115,4,0
WBGene00019851,2,40,6,308,1,0
WBGene00019853,73,631,18,399,21,1
WBGene00019854,204,3966,77,3280,131,130
WBGene00019855,24199,11405,4002,1879,1954,36
WBGene00019856,2,13,5,0,0,11
WBGene00019857,0,86,2,0,0,0
WBGene00019858,427,5919,112,76,139,82
WBGene00019859,564,1002,246,819,237,10
WBGene00019861,0,35,30,400,3,2
WBGene00019862,12790,15577,2285,2929,2108,3800
WBGene00019863,2276,1308,753,2582,740,81
WBGene00019864,1973,1357,246,747,554,349
WBGene00019865,80,1652,60,244,171,42
WBGene00019866,1921,124,147,27,60,7
WBGene00019867,2203,818,190,324,379,182
WBGene00019868,495,807,488,150,234,14
WBGene00019869,1054,2519,422,982,987,382
WBGene00019870,297,3344,183,1734,73,12
WBGene00019871,8554,57798,3852,11005,1792,2505
WBGene00019872,2319,15256,405,1835,315,238
WBGene00019873,193,3251,281,1312,245,41
WBGene00019874,33,307,41,22,2,1
WBGene00019875,10193,123344,7014,30012,8425,2602
WBGene00019877,9133,26722,1403,7387,2251,3683
WBGene00019878,291,586,110,878,630,366
WBGene00019879,0,5,1,0,11,1
WBGene00019881,1704,6996,393,2118,837,942
WBGene00019882,13748,3689,1797,4228,4308,718
WBGene00019883,6778,9591,2264,9431,3265,5683
WBGene00019884,1615,3068,673,6340,1843,1350
WBGene00019885,44,952,53,3284,64,18
WBGene00019886,0,27,46,3,40,2
WBGene00019887,1103,31,38,0,0,0
WBGene00019888,8757,87675,3884,15728,5023,6302
WBGene00019890,599,21713,6892,16308,13632,6088
WBGene00019891,9,77,10,23,4,1
WBGene00019892,6087,2783,638,2131,904,713
WBGene00019893,17847,28430,6490,7221,10809,6556
WBGene00019894,217,396,72,1055,318,357
WBGene00019895,7541,48504,8822,5500,21594,11581
WBGene00019896,93,806,70,328,43,15
WBGene00019898,2978,1573,577,1789,812,796
WBGene00019899,462,287,65,160,72,13
WBGene00019900,21329,151715,37348,28220,62209,43874
WBGene00019901,136,22,827,38,275,4
WBGene00019902,4532,8795,731,4480,989,215
WBGene00019903,18,45,3,4,6,5
WBGene00019904,371,15413,924,1826,755,78
WBGene00019905,248,12,9,9,6,684
WBGene00019906,5076,409,230,166,155,14
WBGene00019907,2792,1424,294,772,336,309
WBGene00019908,930,1237,1803,668,309,9
WBGene00019909,1365,482,58,2262,25,8
WBGene00019911,2669,5293,393,2613,424,161
WBGene00019913,64,229,21,47,344,64
WBGene00019914,201,5572,2877,2816,3689,1446
WBGene00019915,370,577,128,268,47,24
WBGene00019916,1,70,3,4,2,0
WBGene00019917,41,407,71,3,94,61
WBGene00019918,1588,3097,70,224,42,196
WBGene00019919,0,53,11,0,45,0
WBGene00019920,16,42,6,0,83,160
WBGene00019921,1742,10,3,7,1,21
WBGene00019922,308,66,9,4,6,405
WBGene00019923,421,57,8,3,0,76
WBGene00019924,810,566,103,306,160,92
WBGene00019925,24,34,2,1,0,21
WBGene00019926,272,29,0,2,0,7
WBGene00019927,5249,63,6,8,1,36
WBGene00019928,8,78,9,1,16,20
WBGene00019929,59,19,2,3,75,14
WBGene00019931,336,197,66,4470,121,18
WBGene00019932,2645,6064,878,1046,2924,299
WBGene00019933,19,29,6,12,6,3
WBGene00019934,275,408,61,102,117,9
WBGene00019935,3000,3115,683,1001,914,349
WBGene00019937,4798,1981,1794,2317,3137,357
WBGene00019938,2113,3062,508,1149,654,1555
WBGene00019939,20,309,210,305,442,225
WBGene00019940,15405,13970,6007,16348,10782,16267
WBGene00019941,3457,9613,1946,3810,5129,4539
WBGene00019943,7662,2291,1006,2028,2117,2480
WBGene00019944,8267,9131,3119,8013,1238,188
WBGene00019945,186,40,15,15,21,1
WBGene00019946,7989,99764,2714,8812,3903,4546
WBGene00019947,97304,19893,11092,4680,4274,10093
WBGene00019948,321,192,84,19,8,0
WBGene00019949,7,7,5,5,219,102
WBGene00019950,1,65,10,4,36,62
WBGene00019951,69,13,3,16,74,83
WBGene00019952,570,153,19,103,22,87
WBGene00019953,5675,6784,2126,4317,3108,5078
WBGene00019954,5,78,6,9,1,0
WBGene00019955,2044,13643,1720,1979,1009,467
WBGene00019956,501,19,9,7,13,124
WBGene00019957,3779,24548,12417,2985,21416,6520
WBGene00019959,2850,3575,923,1984,878,641
WBGene00019960,8243,26161,2859,1236,967,504
WBGene00019961,599,938,33,41,73,6
WBGene00019962,2349,585,481,320,919,441
WBGene00019963,4549,3042,1336,653,1227,136
WBGene00019964,0,207,1,5447,4,0
WBGene00019965,896,6709,648,1484,586,508
WBGene00019966,1,133,2,147,2,1
WBGene00019967,117,9978,296,431,351,73
WBGene00019968,138,2342,513,680,204,110
WBGene00019970,9,1711,13,62,19,27
WBGene00019971,12793,24010,5647,4510,4055,16037
WBGene00019972,84,153,63,30,305,229
WBGene00019973,225,435,154,22,342,58
WBGene00019975,782,1825,473,4557,207,17
WBGene00019977,34,180,142,70,236,179
WBGene00019978,56,1753,1056,3292,6948,1787
WBGene00019979,207,5137,470,8219,401,152
WBGene00019980,3,128,9,28,63,10
WBGene00019981,0,22,9,0,0,0
WBGene00019982,1,184,11,9,1,1
WBGene00019983,3020,5577,7664,4998,4736,4976
WBGene00019986,1100,3422,573,1071,1621,206
WBGene00019987,3452,6694,682,1124,658,918
WBGene00019988,2796,1231,236,499,225,65
WBGene00019989,808,62,10,8,42,2529
WBGene00019991,43,80,6,13,23,12
WBGene00019993,2464,6348,414,1787,479,663
WBGene00019994,28227,17787,3120,1858,3045,667
WBGene00019995,21,5461,55,154,13,2
WBGene00019996,33,1373,58,213,12,5
WBGene00019997,21,542,38,263,491,459
WBGene00019998,438,3557,394,4742,1137,293
WBGene00019999,25,1548,115,549,73,1
WBGene00020003,297,250,50,618,368,217
WBGene00020004,920,72,19,38,44,72
WBGene00020006,5197,1352,563,537,501,188
WBGene00020007,3913,16998,3233,35141,2545,1537
WBGene00020008,328,3467,223,1463,33,15
WBGene00020009,1130,2305,620,796,439,101
WBGene00020010,599,2483,367,162,126,90
WBGene00020011,2743,1301,104,302,56,12
WBGene00020012,8636,24525,4465,7018,3530,578
WBGene00020014,0,375,350,34,48,1
WBGene00020015,32,842,100,353,396,78
WBGene00020016,0,61,20,1,21,85
WBGene00020017,549,805,1263,232,554,12
WBGene00020018,1853,902,188,640,299,59
WBGene00020019,174,224,41,199,26,41
WBGene00020020,63,2806,288,91,14,9
WBGene00020021,9,181,10,20,5,0
WBGene00020022,3989,8095,7001,4390,16072,5171
WBGene00020023,90,775,81,760,89,12
WBGene00020024,0,79,5,1,0,0
WBGene00020025,8190,7701,611,3382,1010,609
WBGene00020026,5476,8253,574,1590,1009,947
WBGene00020027,3582,1514,708,2247,1504,775
WBGene00020028,1845,2336,525,2453,1245,1001
WBGene00020029,2658,3363,857,2113,2197,258
WBGene00020030,1561,9162,395,2521,627,1558
WBGene00020031,5000,25391,2796,15964,4053,6344
WBGene00020032,2,9,13,0,11,2
WBGene00020033,297,105,1177,14,915,46
WBGene00020034,805,340,61,99,39,19
WBGene00020035,263,306,120,178,125,3948
WBGene00020036,4009,13007,5146,9209,5300,2367
WBGene00020037,4458,3571,1111,3950,2101,805
WBGene00020038,7259,8582,1929,6881,3821,1630
WBGene00020039,103,30,679,5,316,44
WBGene00020040,195,24,2239,9,677,87
WBGene00020041,5,127,12,99,2,2
WBGene00020042,0,7,4,1,85,68
WBGene00020043,3,748,242,956,74,22
WBGene00020045,11,1120,161,1490,81,5
WBGene00020046,0,195,84,133,100,20
WBGene00020047,5,2620,236,1993,939,217
WBGene00020048,44,207,45,204,71,9
WBGene00020049,5,2478,192,2108,1257,91
WBGene00020050,1651,1262,244,722,835,557
WBGene00020051,858,33158,1151,3144,934,177
WBGene00020052,168,947,215,1302,445,75
